"Crop","Crop_Year","Season","State","Area","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Potato",2015,"Rabi","Tamil Nadu",1071,1201.9,169121.61,353.43,22.4075
"Rice",2015,"Kharif","Tamil Nadu",2000212,1201.9,315853476.9,660069.96,4.061290323
"Ginger",2016,"Kharif","Andhra Pradesh",285,890,43676.25,99.75,2.288
"Ginger",2016,"Rabi","Andhra Pradesh",4,890,613,1.4,2.75
"Potato",2016,"Kharif","Andhra Pradesh",527,890,80762.75,184.45,9.09
"Potato",2016,"Rabi","Andhra Pradesh",1164,890,178383,407.4,9.715
"Rice",2016,"Kharif","Andhra Pradesh",1519656,890,232887282,531879.6,3.361538462
"Rice",2016,"Rabi","Andhra Pradesh",585363,890,89706879.75,204877.05,3.727692308
"Wheat",2016,"Rabi","Andhra Pradesh",33,890,5057.25,11.55,2.155
"Rice",2016,"Kharif","Puducherry",3693,1391.3,565952.25,1292.55,3.24
"Rice",2016,"Rabi","Puducherry",8412,1391.3,1289139,2944.2,3.436666667
"Rice",2016,"Summer","Puducherry",4100,1391.3,628325,1435,2.535
"Ginger",2016,"Whole Year","Assam",17632,2296.8,2702104,6171.2,8.37
"Potato",2016,"Whole Year","Assam",106437,2296.8,16311470.25,37252.95,7.258518519
"Rice",2016,"Autumn","Assam",168044,2296.8,25752743,58815.4,1.405185185
"Rice",2016,"Summer","Assam",408132,2296.8,62546229,142846.2,2.412692308
"Rice",2016,"Winter","Assam",1890960,2296.8,289789620,661836,1.996666667
"Wheat",2016,"Rabi","Assam",17452,2296.8,2674519,6108.2,1.2684
"Ginger",2016,"Kharif","Meghalaya",9929,3837.1,1521619.25,3475.15,9.662727273
"Potato",2016,"Summer","Meghalaya",12554,3837.1,1923900.5,4393.9,8.252727273
"Potato",2016,"Winter","Meghalaya",6341,3837.1,971758.25,2219.35,6.522727273
"Rice",2016,"Autumn","Meghalaya",33646,3837.1,5156249.5,11776.1,2.552727273
"Rice",2016,"Rabi","Meghalaya",13670,3837.1,2094927.5,4784.5,2.573636364
"Rice",2016,"Winter","Meghalaya",63862,3837.1,9786851.5,22351.7,2.359090909
"Wheat",2016,"Rabi","Meghalaya",456,3837.1,69882,159.6,1.632
"Rice",2016,"Kharif","Goa",27630,3266.9,4234297.5,9670.5,2.795
"Rice",2016,"Rabi","Goa",13193,3266.9,2021827.25,4617.55,2.745
"Ginger",2016,"Whole Year","Karnataka",23088,1147.2,3538236,8080.8,25.64045455
"Potato",2016,"Kharif","Karnataka",19963,1147.2,3059329.75,6987.05,10.48722222
"Potato",2016,"Rabi","Karnataka",5929,1147.2,908619.25,2075.15,13.475
"Potato",2016,"Summer","Karnataka",244,1147.2,37393,85.4,15.46571429
"Rice",2016,"Kharif","Karnataka",942025,1147.2,144365331.3,329708.75,2.529666667
"Rice",2016,"Rabi","Karnataka",18686,1147.2,2863629.5,6540.1,2.525333333
"Rice",2016,"Summer","Karnataka",73832,1147.2,11314754,25841.2,2.852692308
"Wheat",2016,"Rabi","Karnataka",168242,1147.2,25783086.5,58884.7,0.944285714
"Ginger",2016,"Whole Year","Kerala",5151,2924.3,789390.75,1802.85,3.160714286
"Potato",2016,"Whole Year","Kerala",556,2924.3,85207,194.6,15.87
"Rice",2016,"Autumn","Kerala",56601,2924.3,8674103.25,19810.35,2.524615385
"Rice",2016,"Summer","Kerala",42544,2924.3,6519868,14890.4,2.534285714
"Rice",2016,"Winter","Kerala",72253,2924.3,11072772.25,25288.55,2.102142857
"Wheat",2016,"Whole Year","Kerala",1,2924.3,153.25,0.35,1
"Ginger",2016,"Whole Year","Tamil Nadu",371,912.4,56855.75,129.85,22.459
"Potato",2016,"Kharif","Tamil Nadu",3194,912.4,489480.5,1117.9,24.5825
"Potato",2016,"Rabi","Tamil Nadu",1653,912.4,253322.25,578.55,21.248
"Rice",2016,"Kharif","Tamil Nadu",1442841,912.4,221115383.3,504994.35,3.068387097
"Ginger",2017,"Kharif","Andhra Pradesh",381,868.2,59984.64,144.78,0.995
"Potato",2017,"Kharif","Andhra Pradesh",457,868.2,71950.08,173.66,7.15
"Potato",2017,"Rabi","Andhra Pradesh",994,868.2,156495.36,377.72,8.49
"Rice",2017,"Kharif","Andhra Pradesh",1476928,868.2,232527544.3,561232.64,3.25
"Rice",2017,"Rabi","Andhra Pradesh",741258,868.2,116703659.5,281678.04,3.887692308
"Wheat",2017,"Kharif","Andhra Pradesh",11,868.2,1731.84,4.18,0.85
"Wheat",2017,"Rabi","Andhra Pradesh",38,868.2,5982.72,14.44,0.716666667
"Rice",2017,"Kharif","Puducherry",4325,1582.4,680928,1643.5,3.256666667
"Rice",2017,"Rabi","Puducherry",8749,1582.4,1377442.56,3324.62,3.27
"Rice",2017,"Summer","Puducherry",4297,1582.4,676519.68,1632.86,2.85
"Ginger",2017,"Whole Year","Assam",18105,2098.563636,2850451.2,6879.9,8.38962963
"Potato",2017,"Whole Year","Assam",102868,2098.563636,16195537.92,39089.84,7.139259259
"Rice",2017,"Autumn","Assam",154511,2098.563636,24326211.84,58714.18,1.418148148
"Rice",2017,"Summer","Assam",400402,2098.563636,63039290.88,152152.76,2.704615385
"Rice",2017,"Winter","Assam",1878798,2098.563636,295797957.1,713943.24,2.063703704
"Wheat",2017,"Rabi","Assam",17786,2098.563636,2800227.84,6758.68,1.3388
"Ginger",2017,"Kharif","Meghalaya",9944,4472.3,1565583.36,3778.72,9.665454545
"Potato",2017,"Summer","Meghalaya",12559,4472.3,1977288.96,4772.42,8.254545455
"Potato",2017,"Winter","Meghalaya",6354,4472.3,1000373.76,2414.52,6.526363636
"Rice",2017,"Autumn","Meghalaya",33575,4472.3,5286048,12758.5,2.551818182
"Rice",2017,"Rabi","Meghalaya",13683,4472.3,2154251.52,5199.54,2.576363636
"Rice",2017,"Winter","Meghalaya",63883,4472.3,10057739.52,24275.54,2.36
"Wheat",2017,"Rabi","Meghalaya",460,4472.3,72422.4,174.8,1.636
"Rice",2017,"Kharif","Goa",27219,2772.5,4285359.36,10343.22,2.635
"Rice",2017,"Rabi","Goa",11301,2772.5,1779229.44,4294.38,2.855
"Ginger",2017,"Whole Year","Karnataka",20809,1111.7,3276168.96,7907.42,25.74913043
"Potato",2017,"Kharif","Karnataka",23219,1111.7,3655599.36,8823.22,9.301176471
"Potato",2017,"Rabi","Karnataka",5557,1111.7,874894.08,2111.66,18.17769231
"Potato",2017,"Summer","Karnataka",1705,1111.7,268435.2,647.9,14.78714286
"Rice",2017,"Kharif","Karnataka",737547,1111.7,116119399.7,280267.86,2.9
"Rice",2017,"Rabi","Karnataka",30634,1111.7,4823016.96,11640.92,2.773076923
"Rice",2017,"Summer","Karnataka",224744,1111.7,35383695.36,85402.72,3.063703704
"Wheat",2017,"Rabi","Karnataka",193338,1111.7,30439134.72,73468.44,1.065333333
"Ginger",2017,"Whole Year","Kerala",4370,2664.8,688012.8,1660.6,3.752857143
"Potato",2017,"Whole Year","Kerala",516,2664.8,81239.04,196.08,14.15
"Rice",2017,"Autumn","Kerala",58278,2664.8,9175288.32,22145.64,2.217692308
"Rice",2017,"Summer","Kerala",49693,2664.8,7823665.92,18883.34,2.733571429
"Rice",2017,"Winter","Kerala",81115,2664.8,12770745.6,30823.7,2.483571429
"Wheat",2017,"Whole Year","Kerala",1,2664.8,157.44,0.38,1
"Ginger",2017,"Whole Year","Tamil Nadu",380,970.9,59827.2,144.4,19.705
"Potato",2017,"Kharif","Tamil Nadu",2358,970.9,371243.52,896.04,16.698
"Potato",2017,"Rabi","Tamil Nadu",1224,970.9,192706.56,465.12,23.12
"Rice",2017,"Autumn","Tamil Nadu",235255,970.9,37038547.2,89396.9,3.967857143
"Rice",2017,"Summer","Tamil Nadu",276272,970.9,43496263.68,104983.36,4.451428571
"Rice",2017,"Winter","Tamil Nadu",1317338,970.9,207401694.7,500588.44,4.139
"Ginger",2018,"Kharif","Andhra Pradesh",296,1220.5,48011.2,103.6,3.134
"Potato",2018,"Kharif","Andhra Pradesh",486,1220.5,78829.2,170.1,7.44
"Potato",2018,"Rabi","Andhra Pradesh",970,1220.5,157334,339.5,8.096666667
"Rice",2018,"Kharif","Andhra Pradesh",1563887,1220.5,253662471.4,547360.45,3.263846154
"Rice",2018,"Rabi","Andhra Pradesh",644417,1220.5,104524437.4,225545.95,3.699230769
"Wheat",2018,"Rabi","Andhra Pradesh",102,1220.5,16544.4,35.7,0.095
"Rice",2018,"Kharif","Puducherry",4298,1693.9,697135.6,1504.3,3.373333333
"Rice",2018,"Rabi","Puducherry",9048,1693.9,1467585.6,3166.8,3.976666667
"Rice",2018,"Summer","Puducherry",4515,1693.9,732333,1580.25,2.885
"Ginger",2018,"Whole Year","Assam",17865,2372.9,2897703,6252.75,9.172222222
"Potato",2018,"Whole Year","Assam",103205,2372.9,16739851,36121.75,7.511851852
"Rice",2018,"Autumn","Assam",144766,2372.9,23481045.2,50668.1,1.492592593
"Rice",2018,"Summer","Assam",400873,2372.9,65021600.6,140305.55,2.645
"Rice",2018,"Winter","Assam",1879539,2372.9,304861225.8,657838.65,2.15
"Wheat",2018,"Rabi","Assam",16945,2372.9,2748479,5930.75,1.371666667
"Ginger",2018,"Kharif","Meghalaya",9953,5649.1,1614376.6,3483.55,9.666363636
"Potato",2018,"Summer","Meghalaya",12569,5649.1,2038691.8,4399.15,8.255454545
"Potato",2018,"Winter","Meghalaya",6360,5649.1,1031592,2226,6.526363636
"Rice",2018,"Autumn","Meghalaya",33494,5649.1,5432726.8,11722.9,2.545454545
"Rice",2018,"Rabi","Meghalaya",13624,5649.1,2209812.8,4768.4,2.569090909
"Rice",2018,"Winter","Meghalaya",63814,5649.1,10350630.8,22334.9,2.352727273
"Wheat",2018,"Rabi","Meghalaya",462,5649.1,74936.4,161.7,1.638
"Rice",2018,"Kharif","Goa",25841,4406,4191410.2,9044.35,2.72
"Rice",2018,"Rabi","Goa",10543,4406,1710074.6,3690.05,2.72
"Ginger",2018,"Whole Year","Karnataka",15858,1419.1,2572167.6,5550.3,15.20103448
"Potato",2018,"Kharif","Karnataka",21372,1419.1,3466538.4,7480.2,8.165862069
"Potato",2018,"Rabi","Karnataka",6482,1419.1,1051380.4,2268.7,14.73
"Potato",2018,"Summer","Karnataka",410,1419.1,66502,143.5,16.26142857
"Rice",2018,"Kharif","Karnataka",1037158,1419.1,168227027.6,363005.3,2.637
"Rice",2018,"Rabi","Karnataka",11442,1419.1,1855892.4,4004.7,2.480833333
"Rice",2018,"Summer","Karnataka",150993,1419.1,24491064.6,52847.55,2.9272
"Wheat",2018,"Rabi","Karnataka",157525,1419.1,25550555,55133.75,0.960740741
"Ginger",2018,"Whole Year","Kerala",3275.09,2989.7,531219.598,1146.2815,3.463571429
"Potato",2018,"Whole Year","Kerala",536.9,2989.7,87085.18,187.915,13.75
"Rice",2018,"Autumn","Kerala",60718.46,2989.7,9848534.212,21251.461,1.565384615
"Rice",2018,"Summer","Kerala",48858.28,2989.7,7924813.016,17100.398,3.09
"Rice",2018,"Winter","Kerala",88449.47,2989.7,14346504.03,30957.3145,2.684285714
"Wheat",2018,"Whole Year","Kerala",1.4,2989.7,227.08,0.49,1.45
"Ginger",2018,"Whole Year","Tamil Nadu",377,986.2,61149.4,131.95,19.86428571
"Potato",2018,"Kharif","Tamil Nadu",2334,986.2,378574.8,816.9,13.195
"Potato",2018,"Rabi","Tamil Nadu",1198,986.2,194315.6,419.3,23.2225
"Rice",2018,"Autumn","Tamil Nadu",279647,986.2,45358743.4,97876.45,4.184827586
"Rice",2018,"Summer","Tamil Nadu",236904,986.2,38425828.8,82916.4,3.997333333
"Rice",2018,"Winter","Tamil Nadu",1204714,986.2,195404610.8,421649.9,3.749032258
"Ginger",2019,"Kharif","Andhra Pradesh",294,899.2,50497.44,108.78,1.922
"Potato",2019,"Kharif","Andhra Pradesh",453,899.2,77807.28,167.61,12.21
"Potato",2019,"Rabi","Andhra Pradesh",1050,899.2,180348,388.5,13.155
"Rice",2019,"Kharif","Andhra Pradesh",1526425,899.2,262178758,564777.25,3.517692308
"Rice",2019,"Rabi","Andhra Pradesh",829557,899.2,142484710.3,306936.09,3.873076923
"Wheat",2019,"Rabi","Andhra Pradesh",37,899.2,6355.12,13.69,0.155
"Rice",2019,"Kharif","Puducherry",4323,1317,742518.48,1599.51,3.216666667
"Rice",2019,"Rabi","Puducherry",9397,1317,1614028.72,3476.89,3.883333333
"Rice",2019,"Summer","Puducherry",4518,1317,776011.68,1671.66,3.55
"Ginger",2019,"Whole Year","Assam",17786,2084.7,3054923.36,6580.82,9.395185185
"Potato",2019,"Whole Year","Assam",104750,2084.7,17991860,38757.5,7.303703704
"Rice",2019,"Autumn","Assam",127223,2084.7,21851822.48,47072.51,1.464814815
"Rice",2019,"Summer","Assam",395518,2084.7,67934171.68,146341.66,2.492307692
"Rice",2019,"Winter","Assam",1878208,2084.7,322601006.1,694936.96,2.137037037
"Wheat",2019,"Rabi","Assam",11336,2084.7,1947071.36,4194.32,1.272083333
"Ginger",2019,"Kharif","Meghalaya",9963,3844.4,1711244.88,3686.31,9.668181818
"Potato",2019,"Summer","Meghalaya",12577,3844.4,2160225.52,4653.49,8.257272727
"Potato",2019,"Winter","Meghalaya",6366,3844.4,1093424.16,2355.42,6.527272727
"Rice",2019,"Autumn","Meghalaya",33480,3844.4,5750524.8,12387.6,2.510909091
"Rice",2019,"Rabi","Meghalaya",13628,3844.4,2340745.28,5042.36,2.57
"Rice",2019,"Winter","Meghalaya",63889,3844.4,10973574.64,23638.93,2.36
"Wheat",2019,"Rabi","Meghalaya",464,3844.4,79696.64,171.68,1.638
"Rice",2019,"Kharif","Goa",24411,4489.5,4192833.36,9032.07,2.475
"Rice",2019,"Rabi","Goa",10287,4489.5,1766895.12,3806.19,2.95
"Ginger",2019,"Whole Year","Karnataka",22388,1422.3,3845362.88,8283.56,10.60275862
"Potato",2019,"Kharif","Karnataka",17797,1422.3,3056812.72,6584.89,7.178214286
"Potato",2019,"Rabi","Karnataka",4477,1422.3,768969.52,1656.49,15.27291667
"Potato",2019,"Summer","Karnataka",458,1422.3,78666.08,169.46,15.88222222
"Rice",2019,"Kharif","Karnataka",964087,1422.3,165591583.1,356712.19,2.924
"Rice",2019,"Rabi","Karnataka",11266,1422.3,1935048.16,4168.42,2.881428571
"Rice",2019,"Summer","Karnataka",272701,1422.3,46839123.76,100899.37,2.86862069
"Wheat",2019,"Rabi","Karnataka",158319,1422.3,27192871.44,58578.03,1.08125
"Ginger",2019,"Whole Year","Kerala",2819,3119.2,484191.44,1043.03,3.65
"Potato",2019,"Whole Year","Kerala",490,3119.2,84162.4,181.3,13.41
"Rice",2019,"Autumn","Kerala",55895,3119.2,9600525.2,20681.15,1.949230769
"Rice",2019,"Summer","Kerala",61006,3119.2,10478390.56,22572.22,2.815714286
"Rice",2019,"Winter","Kerala",81279,3119.2,13960481.04,30073.23,2.503571429
"Wheat",2019,"Whole Year","Kerala",1,3119.2,171.76,0.37,2
"Ginger",2019,"Whole Year","Tamil Nadu",193,910.1,33149.68,71.41,16.075
"Potato",2019,"Kharif","Tamil Nadu",2900,910.1,498104,1073,21.384
"Potato",2019,"Rabi","Tamil Nadu",1113,910.1,191168.88,411.81,21.68
"Rice",2019,"Autumn","Tamil Nadu",206535,910.1,35474451.6,76417.95,4.077241379
"Rice",2019,"Summer","Tamil Nadu",339990,910.1,58396682.4,125796.3,4.095
"Rice",2019,"Winter","Tamil Nadu",1360882,910.1,233745092.3,503526.34,3.818387097
"Potato",1997,"Whole Year","Odisha",8887,1496.6,845775.79,2754.97,8.774
"Wheat",1997,"Rabi","Odisha",5162,1496.6,491267.54,1600.22,0.856666667
"Rice",1997,"Kharif","Andhra Pradesh",2382500,927.5,226742525,738575,1.99173913
"Rice",1997,"Rabi","Andhra Pradesh",1117700,927.5,106371509,346487,2.64
"Wheat",1997,"Rabi","Andhra Pradesh",11000,927.5,1046870,3410,0.55375
"Ginger",1997,"Kharif","Bihar",629,1303.7,59861.93,194.99,1.321428571
"Potato",1997,"Whole Year","Bihar",168074,1303.7,15995602.58,52102.94,8.929636364
"Rice",1997,"Autumn","Bihar",749671,1303.7,71346189.07,232398.01,1.102244898
"Rice",1997,"Summer","Bihar",124429,1303.7,11841907.93,38572.99,1.683265306
"Rice",1997,"Winter","Bihar",4238204,1303.7,403349874.7,1313843.24,1.354363636
"Wheat",1997,"Rabi","Bihar",2067610,1303.7,196774443.7,640959.1,1.811090909
"Potato",1997,"Whole Year","Gujarat",28500,798.9,2712345,8835,21.167
"Rice",1997,"Whole Year","Gujarat",672600,798.9,64011342,208506,1.665
"Wheat",1997,"Rabi","Gujarat",694000,798.9,66047980,215140,2.36
"Wheat",1997,"Rabi","Madhya Pradesh",4507600,1189.1,428988292,1397356,1.475681818
"Rice",1997,"Kharif","Maharashtra",1339000,1156.1,127432630,415090,8.778275862
"Rice",1997,"Summer","Maharashtra",329,1156.1,31310.93,101.99,2.018888889
"Wheat",1997,"Rabi","Maharashtra",747300,1156.1,71120541,231663,0.8476
"Rice",1997,"Whole Year","Mizoram",68114,2644.2,6482409.38,21115.34,1.6
"Wheat",1997,"Rabi","Mizoram",22,2644.2,2093.74,6.82,0.5
"Rice",1997,"Kharif","Punjab",2281000,690.1,217082770,707110,3.476470588
"Wheat",1997,"Rabi","Punjab",3300000,690.1,314061000,1023000,3.781176471
"Potato",1997,"Whole Year","Uttar Pradesh",400234,473.9,38090269.78,124072.54,13.6445
"Rice",1997,"Kharif","Uttar Pradesh",5726527,473.9,544993574.6,1775223.37,2.037
"Rice",1997,"Summer","Uttar Pradesh",6607,473.9,628788.19,2048.17,2.202903226
"Wheat",1997,"Rabi","Uttar Pradesh",9152928,473.9,871084157.8,2837407.68,2.416
"Rice",1998,"Kharif","Andhra Pradesh",2812400,1048.3,277865120,815596,2.47
"Rice",1998,"Rabi","Andhra Pradesh",1504200,1048.3,148614960,436218,2.986086957
"Wheat",1998,"Rabi","Andhra Pradesh",11500,1048.3,1136200,3335,0.468888889
"Ginger",1998,"Whole Year","Bihar",798,1332.5,78842.4,231.42,1.4005
"Potato",1998,"Whole Year","Bihar",178428,1332.5,17628686.4,51744.12,9.751454545
"Rice",1998,"Summer","Bihar",132836,1332.5,13124196.8,38522.44,1.765777778
"Rice",1998,"Winter","Bihar",4234443,1332.5,418362968.4,1227988.47,1.242909091
"Wheat",1998,"Rabi","Bihar",2121335,1332.5,209587898,615187.15,1.889272727
"Potato",1998,"Whole Year","Gujarat",31600,775.6,3122080,9164,22.369
"Rice",1998,"Kharif","Gujarat",622100,775.6,61463480,180409,1.695384615
"Wheat",1998,"Rabi","Gujarat",705400,775.6,69693520,204566,2.425263158
"Potato",1998,"Whole Year","Haryana",13467,687.6,1330539.6,3905.43,14.64631579
"Rice",1998,"Kharif","Haryana",1086694,687.6,107365367.2,315141.26,2.286666667
"Wheat",1998,"Rabi","Haryana",2185662,687.6,215943405.6,633841.98,3.825789474
"Ginger",1998,"Whole Year","Himachal Pradesh",1822,1381.6,180013.6,528.38,1.19
"Potato",1998,"Kharif","Himachal Pradesh",10580,1381.6,1045304,3068.2,11.007
"Potato",1998,"Rabi","Himachal Pradesh",3251,1381.6,321198.8,942.79,10.772
"Rice",1998,"Kharif","Himachal Pradesh",82125,1381.6,8113950,23816.25,1.455454545
"Wheat",1998,"Rabi","Himachal Pradesh",379718,1381.6,37516138.4,110118.22,1.363333333
"Rice",1998,"Kharif","Madhya Pradesh",5438800,962.7,537353440,1577252,0.586785714
"Wheat",1998,"Rabi","Madhya Pradesh",4577900,962.7,452296520,1327591,1.618983051
"Rice",1998,"Kharif","Maharashtra",1445700,1314.8,142835160,419253,1.267241379
"Rice",1998,"Summer","Maharashtra",37400,1314.8,3695120,10846,2.053333333
"Wheat",1998,"Rabi","Maharashtra",1015500,1314.8,100331400,294495,1.265
"Rice",1998,"Kharif","Punjab",2519000,588.6,248877200,730510,3.099411765
"Wheat",1998,"Rabi","Punjab",3338000,588.6,329794400,968020,4.298823529
"Ginger",1998,"Kharif","Tamil Nadu",600,1077.1,59280,174,31.69166667
"Potato",1998,"Whole Year","Tamil Nadu",2864,1077.1,282963.2,830.56,19.0875
"Rice",1998,"Kharif","Tamil Nadu",2386399,1077.1,235776221.2,692055.71,3.445
"Rice",1998,"Kharif","Tripura",255487,2472.9,25242115.6,74091.23,1.8775
"Wheat",1998,"Rabi","Tripura",1110,2472.9,109668,321.9,1.9025
"Potato",1998,"Whole Year","Uttar Pradesh",429231,743.4,42408022.8,124476.99,21.38225
"Rice",1998,"Kharif","Uttar Pradesh",5875153,743.4,580465116.4,1703794.37,1.865060241
"Rice",1998,"Summer","Uttar Pradesh",5629,743.4,556145.2,1632.41,2.015172414
"Wheat",1998,"Rabi","Uttar Pradesh",9317904,743.4,920608915.2,2702192.16,2.37373494
"Ginger",1999,"Kharif","Bihar",796,1402.7,84479.48,214.92,1.346428571
"Potato",1999,"Whole Year","Bihar",144461,1402.7,15331645.93,39004.47,9.737297297
"Rice",1999,"Kharif","Bihar",744230,1402.7,78985129.9,200942.1,1.061666667
"Rice",1999,"Summer","Bihar",124874,1402.7,13252877.62,33715.98,1.700666667
"Wheat",1999,"Rabi","Bihar",2080847,1402.7,220840292.1,561828.69,2.113513514
"Potato",1999,"Whole Year","Gujarat",31300,458.9,3321869,8451,20.62111111
"Rice",1999,"Kharif","Gujarat",664400,458.9,70512772,179388,1.510714286
"Wheat",1999,"Rabi","Gujarat",482100,458.9,51165273,130167,2.239473684
"Potato",1999,"Whole Year","Haryana",12659,344,1343499.67,3417.93,21.46470588
"Rice",1999,"Kharif","Haryana",1083052,344,114944308.8,292424.04,2.235
"Wheat",1999,"Rabi","Haryana",2316531,344,245853435,625463.37,4.054210526
"Potato",1999,"Whole Year","Himachal Pradesh",627,1144.9,66543.51,169.29,5.58
"Rice",1999,"Kharif","Himachal Pradesh",80222,1144.9,8513960.86,21659.94,1.55
"Wheat",1999,"Rabi","Himachal Pradesh",370587,1144.9,39330398.31,100058.49,1.5775
"Ginger",1999,"Kharif","Karnataka",7461,1203.8,791835.93,2014.47,12.85294118
"Potato",1999,"Whole Year","Karnataka",27990,1203.8,2970578.7,7557.3,17.287
"Rice",1999,"Kharif","Karnataka",1096198,1203.8,116339493.7,295973.46,2.292962963
"Rice",1999,"Rabi","Karnataka",52778,1203.8,5601329.14,14250.06,2.079285714
"Rice",1999,"Summer","Karnataka",300820,1203.8,31926026.6,81221.4,2.7336
"Wheat",1999,"Rabi","Karnataka",261275,1203.8,27729115.75,70544.25,0.880555556
"Ginger",1999,"Kharif","Madhya Pradesh",4724,1222.9,501358.12,1275.48,1.200612245
"Potato",1999,"Whole Year","Madhya Pradesh",67359,1222.9,7148810.67,18186.93,12.04827586
"Rice",1999,"Kharif","Madhya Pradesh",5514025,1222.9,585203473.3,1488786.75,1.110508475
"Wheat",1999,"Rabi","Madhya Pradesh",4661524,1222.9,494727542.1,1258611.48,1.877777778
"Rice",1999,"Kharif","Maharashtra",1457100,1166.5,154642023,393417,1.211935484
"Rice",1999,"Summer","Maharashtra",41400,1166.5,4393782,11178,2.081
"Wheat",1999,"Rabi","Maharashtra",1041800,1166.5,110566234,281286,1.299655172
"Potato",1999,"Whole Year","Nagaland",4130,1782.2,438316.9,1115.1,10.82857143
"Rice",1999,"Kharif","Nagaland",148000,1782.2,15707240,39960,1.484285714
"Ginger",1999,"Kharif","Odisha",13070,1484.3,1387119.1,3528.9,1.975714286
"Potato",1999,"Whole Year","Odisha",8740,1484.3,927576.2,2359.8,9.781851852
"Rice",1999,"Autumn","Odisha",797000,1484.3,84585610,215190,0.971333333
"Rice",1999,"Summer","Odisha",381810,1484.3,40521495.3,103088.7,2.073333333
"Rice",1999,"Winter","Odisha",3423000,1484.3,363282990,924210,1.142666667
"Wheat",1999,"Rabi","Odisha",18540,1484.3,1967650.2,5005.8,1.351333333
"Rice",1999,"Kharif","Punjab",2604000,364.4,276362520,703080,3.332352941
"Wheat",1999,"Rabi","Punjab",3388000,364.4,359568440,914760,4.651764706
"Ginger",1999,"Kharif","Tamil Nadu",468,922.8,49668.84,126.36,25.9
"Potato",1999,"Whole Year","Tamil Nadu",3803,922.8,403612.39,1026.81,18.72
"Rice",1999,"Kharif","Tamil Nadu",2204046,922.8,233915402,595092.42,3.499642857
"Potato",1999,"Whole Year","Uttar Pradesh",441656,883.4,46872951.28,119247.12,21.67878049
"Rice",1999,"Kharif","Uttar Pradesh",6079822,883.4,645251508.9,1641551.94,1.991707317
"Rice",1999,"Summer","Uttar Pradesh",6052,883.4,642298.76,1634.04,2.190384615
"Wheat",1999,"Rabi","Uttar Pradesh",9381878,883.4,995698712.1,2533107.06,2.636419753
"Ginger",2000,"Kharif","Bihar",711,1207,69798.87,184.86,1.295714286
"Potato",2000,"Whole Year","Bihar",144563,1207,14191749.71,37586.38,9.984594595
"Rice",2000,"Autumn","Bihar",2939790,1207,288599184.3,764345.4,1.399189189
"Rice",2000,"Kharif","Bihar",591705,1207,58087679.85,153843.3,1.310645161
"Rice",2000,"Summer","Bihar",125349,1207,12305511.33,32590.74,1.590645161
"Wheat",2000,"Rabi","Bihar",2067333,1207,202950080.6,537506.58,2.073513514
"Ginger",2000,"Whole Year","Chhattisgarh",1652,896.4,162176.84,429.52,1.069166667
"Potato",2000,"Whole Year","Chhattisgarh",9092,896.4,892561.64,2363.92,7.36625
"Rice",2000,"Kharif","Chhattisgarh",3769746,896.4,370075964.8,980133.96,0.6575
"Wheat",2000,"Rabi","Chhattisgarh",77844,896.4,7641945.48,20239.44,1.214375
"Potato",2000,"Whole Year","Gujarat",32800,379.7,3219976,8528,21.33555556
"Rice",2000,"Kharif","Gujarat",583500,379.7,57282195,151710,0.8725
"Rice",2000,"Summer","Gujarat",3900,379.7,382863,1014,3.53
"Wheat",2000,"Rabi","Gujarat",286100,379.7,28086437,74386,2.346842105
"Ginger",2000,"Kharif","Haryana",65,383.7,6381.05,16.9,0
"Potato",2000,"Whole Year","Haryana",9273,383.7,910330.41,2410.98,15.6075
"Rice",2000,"Kharif","Haryana",1054282,383.7,103498863.9,274113.32,2.443157895
"Wheat",2000,"Rabi","Haryana",2354779,383.7,231168654.4,612242.54,3.990526316
"Rice",2000,"Kharif","Himachal Pradesh",81519,1068.4,8002720.23,21194.94,1.55
"Wheat",2000,"Rabi","Himachal Pradesh",362660,1068.4,35602332.2,94291.6,0.803333333
"Ginger",2000,"Kharif","Madhya Pradesh",4265,723.3,418695.05,1108.9,1.027894737
"Rice",2000,"Kharif","Madhya Pradesh",1697346,723.3,166628456.8,441309.96,0.613555556
"Wheat",2000,"Rabi","Madhya Pradesh",3299120,723.3,323874610.4,857771.2,1.499333333
"Rice",2000,"Kharif","Maharashtra",1486400,1057.8,145919888,386464,0.9865625
"Rice",2000,"Summer","Maharashtra",25100,1057.8,2464067,6526,1.987
"Wheat",2000,"Rabi","Maharashtra",754200,1057.8,74039814,196092,1.197
"Potato",2000,"Whole Year","Mizoram",310,2834.3,30432.7,80.6,5.805
"Rice",2000,"Kharif","Mizoram",51839,2834.3,5089034.63,13478.14,1.8875
"Potato",2000,"Whole Year","Nagaland",4540,1631.8,445691.8,1180.4,10.32375
"Rice",2000,"Kharif","Nagaland",150000,1631.8,14725500,39000,1.5025
"Rice",2000,"Rabi","Nagaland",1680,1631.8,164925.6,436.8,1.98
"Wheat",2000,"Rabi","Nagaland",5000,1631.8,490850,1300,2.0675
"Ginger",2000,"Kharif","Odisha",12060,1066,1183930.2,3135.6,1.962142857
"Potato",2000,"Whole Year","Odisha",8251,1066,810000.67,2145.26,9.321071429
"Rice",2000,"Autumn","Odisha",854570,1066,83893136.9,222188.2,0.733666667
